title,published_at,channel_title,duration,view_count,like_count,comment_count,category,duration_seconds,duration_range,publish_hour,publish_day_of_week,publish_minute,publish_time
Waltz to Cheatle: Address the Hoax Claims and Foreign Involvement Rumors,2024-07-23 14:45:47+00:00,The Highland Horn,PT57S,1466350,64256,2826,News & Politics,57.0,0-5 min,14,Tuesday,45,14.75
COP：What a complicated relationship🤣 #shorts #story #funny,2024-07-23 14:47:22+00:00,Whimsical Lola,PT54S,6408906,493579,937,Film & Animation,54.0,0-5 min,14,Tuesday,47,14.783333333333333
Motorcyclist Experience Shadow Realm in Traffic (@wchartgallery) #shorts,2024-07-23 15:53:29+00:00,VidXiv,PT21S,1368804,18513,135,Autos & Vehicles,21.0,0-5 min,15,Tuesday,53,15.883333333333333
Tesla VS Speeding Train 😱,2024-07-23 15:58:00+00:00,Joy Hits,PT20S,2840437,160864,7062,Autos & Vehicles,20.0,0-5 min,15,Tuesday,58,15.966666666666667
Why the Internet Is Running Out of Electricity,2024-07-23 16:00:52+00:00,Morning Brew,PT13M49S,562859,14826,2006,Science & Technology,829.0,10-20 min,16,Tuesday,0,16.0
Based on a true story. #darkhumor #spinalcordinjury ##caraccident #nurse #wedonttalkaboutbruno,2024-07-23 16:42:50+00:00,Trauma Queen,PT10S,5392680,505781,1940,Entertainment,10.0,0-5 min,16,Tuesday,42,16.7
Professional 😂,2024-07-23 17:27:25+00:00,Kurosaki trapz ,PT15S,24716657,0,3998,Entertainment,15.0,0-5 min,17,Tuesday,27,17.45
This car is making me go BANKRUPT…,2024-07-23 17:33:56+00:00,VictorM10,PT1M1S,1712678,79731,515,Autos & Vehicles,61.0,0-5 min,17,Tuesday,33,17.55
Don't Honk At This Dude 😳 #shorts,2024-07-23 18:00:16+00:00,Quickleep,PT38S,1642879,160721,731,Autos & Vehicles,38.0,0-5 min,18,Tuesday,0,18.0
Bro really got state reffed😭 (🎥:carswithcam) #exhaust #trafficstop,2024-07-23 18:00:30+00:00,Highway Madness,PT57S,301427,9162,677,Autos & Vehicles,57.0,0-5 min,18,Tuesday,0,18.0
Funniest goal ever 😂 #shorts #funniest #goal #ever #football #funny #fails #fail,2024-07-23 18:37:11+00:00,SnappySportsClips,PT18S,11381852,112006,454,Sports,18.0,0-5 min,18,Tuesday,37,18.616666666666667
This is heartwarming 🙌 (via @LamarAthletics/X) #shorts,2024-07-23 18:57:45+00:00,ESPN College Football,PT30S,5959121,377379,3188,Sports,30.0,0-5 min,18,Tuesday,57,18.95
Check if Your Car Has a Hidden Locator Installed 🚗🔍,2024-07-23 19:00:31+00:00,Auto Ace Tips,PT50S,12038260,335367,1553,Autos & Vehicles,50.0,0-5 min,19,Tuesday,0,19.0
This Acuspike setup is the best! @AcuSpike #volleyball #volleyballworld #volleyballshorts,2024-07-23 19:30:04+00:00,Elevate Yourself,PT59S,7899873,329698,274,Sports,59.0,0-5 min,19,Tuesday,30,19.5
Road Trip from HELL!,2024-07-23 19:35:37+00:00,Expedition Ranch,PT1M1S,1025055,39479,303,Autos & Vehicles,61.0,0-5 min,19,Tuesday,35,19.583333333333332
There’s A Starman #superman #shorts #memes,2024-07-23 19:40:44+00:00,Walking Streets 워킹스트리트,PT26S,55086254,2101700,10112,Entertainment,26.0,0-5 min,19,Tuesday,40,19.666666666666668
They had to be dizzy after that 😅 (via @bigmerica_rc/IG),2024-07-23 20:18:09+00:00,ESPN,PT11S,1327822,60941,11344,Autos & Vehicles,11.0,0-5 min,20,Tuesday,18,20.3
Peter found a missing child...😲😅#series #movie,2024-07-23 20:45:01+00:00,FamilyMovie,PT1M,7127403,555889,625,Film & Animation,60.0,0-5 min,20,Tuesday,45,20.75
esto es falta de mantenimiento😱 #camiones #truck #camioneros #trailer #camion,2024-07-23 23:21:00+00:00,ElDaNi Trucks,PT15S,2415135,25408,142,Autos & Vehicles,15.0,0-5 min,23,Tuesday,21,23.35
This Biker Made a Big Mistake 😂,2024-07-23 23:30:04+00:00,Denis Brem,PT20S,10639288,378183,530,Autos & Vehicles,20.0,0-5 min,23,Tuesday,30,23.5
DCS sues Small YouTuber for accurate product review showing battery issues & misleading warranty,2024-07-24 01:04:30+00:00,Louis Rossmann,PT22M1S,821600,57561,6033,Science & Technology,1321.0,20-60 min,1,Wednesday,4,1.0666666666666667
Bro outsmarted the Officer 😂 credit sound : @marrkadams89 #shorts,2024-07-24 01:10:00+00:00,Asta Dewa,PT59S,6777031,109315,0,Film & Animation,59.0,0-5 min,1,Wednesday,10,1.1666666666666667
"He passed, no  What! MATT RIFE #comedy",2024-07-24 01:14:25+00:00,SelectiveLabs,PT57S,11284005,552263,2400,Film & Animation,57.0,0-5 min,1,Wednesday,14,1.2333333333333334
Como desbloquear un celular con huella con cinta,2024-07-24 03:35:00+00:00,Rastrear Numeros,PT38S,2456636,51172,694,Science & Technology,38.0,0-5 min,3,Wednesday,35,3.5833333333333335
Road Rager Tries to Break Driver's Window,2024-07-24 03:35:11+00:00,Trilemma,PT1M,2025727,72013,821,Autos & Vehicles,60.0,0-5 min,3,Wednesday,35,3.5833333333333335
Red or blue dresses?👗 Subscribe to me👋🏻 @anastasiialife,2024-07-24 05:37:28+00:00,Nazar S,PT16S,24135795,928522,1050,Entertainment,16.0,0-5 min,5,Wednesday,37,5.616666666666667
He pulled it out of here with his bare hands.#movie #viral #shorts,2024-07-24 06:37:27+00:00,Andrew Restatement,PT56S,5594837,410312,1932,Film & Animation,56.0,0-5 min,6,Wednesday,37,6.616666666666667
Solving Parking Problem with a Coke Bottle 😲,2024-07-24 10:15:02+00:00,InfoPulse,PT20S,1440202,20533,62,Autos & Vehicles,20.0,0-5 min,10,Wednesday,15,10.25
❌👽LAMBORGHINI VS FERRARI | WHO IS FASTER!?💨￼,2024-07-24 11:05:00+00:00,ag_soccer team,PT11S,25227041,297683,1250,Autos & Vehicles,11.0,0-5 min,11,Wednesday,5,11.083333333333334
Biker experiences the luckiest day of his life 😱 @alex-ds,2024-07-24 13:00:22+00:00,MasFace,PT11S,9603887,391661,8220,Autos & Vehicles,11.0,0-5 min,13,Wednesday,0,13.0
Elon Musk loves Democracy,2024-07-24 13:32:47+00:00,Trump Train ,PT12S,4164979,237711,12264,News & Politics,12.0,0-5 min,13,Wednesday,32,13.533333333333333
The real reasons Apple won’t put macOS on the iPad,2024-07-24 14:00:07+00:00,The Verge,PT15M26S,510542,13799,1717,Science & Technology,926.0,10-20 min,14,Wednesday,0,14.0
This man broke the window of his car  with a rock 😂,2024-07-24 14:11:28+00:00,Kuko Talks,PT18S,544272,3082,76,Autos & Vehicles,18.0,0-5 min,14,Wednesday,11,14.183333333333334
I’m getting the turkey out!#viral #movie #shorts,2024-07-24 14:20:00+00:00,Burke HD Movie,PT1M,2739934,247311,226,Film & Animation,60.0,0-5 min,14,Wednesday,20,14.333333333333334
Why I Sold My Tesla...😐,2024-07-24 17:00:03+00:00,Itsdanielmac,PT1M,2183679,133722,1744,Autos & Vehicles,60.0,0-5 min,17,Wednesday,0,17.0
I built CaseOh Another Custom Keyboard...,2024-07-24 17:00:17+00:00,Jaxight,PT11M31S,964936,29569,1401,Science & Technology,691.0,10-20 min,17,Wednesday,0,17.0
Using anything but a glove #shorts#thesavannahbananas#bananaball#baseball#trickplay #sportsball,2024-07-24 17:09:34+00:00,The Savannah Bananas,PT29S,2265696,80854,95,Sports,29.0,0-5 min,17,Wednesday,9,17.15
Trump predicted the whole thing 😂,2024-07-24 17:50:36+00:00,Bryson DeChambeau,PT58S,3328713,126515,2345,Sports,58.0,0-5 min,17,Wednesday,50,17.833333333333332
Tag a friend with the EXACT SAME bike 😂😇 #motogirl #bikergirl #gsxr1000r #bikerchick #bikelife,2024-07-24 18:01:01+00:00,Lost_Lauryn,PT16S,2702493,0,1368,Autos & Vehicles,16.0,0-5 min,18,Wednesday,1,18.016666666666666
Un HOMBRE RESCATÓ a un PERRO de un INCENDIO,2024-07-24 18:08:43+00:00,C5N,PT59S,8477813,318235,5439,News & Politics,59.0,0-5 min,18,Wednesday,8,18.133333333333333
Cordae - Saturday Mornings (feat. Lil Wayne) [Official Music Video],2024-07-24 19:00:06+00:00,Cordae,PT4M27S,3545187,155421,10081,Music,267.0,0-5 min,19,Wednesday,0,19.0
Finesse2Tymes - Pretty Ricky [Official Music Video],2024-07-24 19:00:06+00:00,Finesse2tymes,PT3M10S,954605,27069,525,Music,190.0,0-5 min,19,Wednesday,0,19.0
Elon Musk Just Turned On The World's Most Powerful Supercomputer,2024-07-24 19:00:10+00:00,The Tesla Space,PT11M16S,310055,6393,498,Science & Technology,676.0,10-20 min,19,Wednesday,0,19.0
Biker resguarda a mujer que era perseguida en #NuevoLeón | #Shorts | DPC con Nacho Lozano,2024-07-24 19:09:26+00:00,Imagen Noticias,PT1M,1875137,77870,987,News & Politics,60.0,0-5 min,19,Wednesday,9,19.15
Elon Musk denies report that he would be donating $45 million a month to Trump campaign #shorts,2024-07-24 19:51:59+00:00,CBS News,PT18S,1702588,38760,2476,News & Politics,18.0,0-5 min,19,Wednesday,51,19.85
Lil Scoom89 - Blood In Blood Out (Official Music Video),2024-07-24 20:00:19+00:00,Lil Scoom89,PT2M43S,2052593,48774,2284,Music,163.0,0-5 min,20,Wednesday,0,20.0
Caught in a time loop where he keeps getting killed😨 #movie #series,2024-07-24 20:30:04+00:00,Series House,PT1M,23967044,2043218,6559,Film & Animation,60.0,0-5 min,20,Wednesday,30,20.5
The Chrysler 200S is the same as an Evo or WRX STI!,2024-07-24 20:30:05+00:00,Doug DeMuro,PT59S,909816,40864,922,Autos & Vehicles,59.0,0-5 min,20,Wednesday,30,20.5
"WOMENS JIUJITSU HIGHLIGHTS: ADCC, NAGA, and ABSOLUTE divisions!",2024-07-24 21:49:24+00:00,Taelor N. Moore,PT29S,1146904,34588,994,Sports,29.0,0-5 min,21,Wednesday,49,21.816666666666666
Why is she crying so hard? #movie #film#shorts #viral,2024-07-24 22:00:31+00:00,Alex At The Movie,PT59S,7835012,665835,1629,Film & Animation,59.0,0-5 min,22,Wednesday,0,22.0
“THE BEAST” Eddie Hall On TRUTH Behind Viral 2 v 1 MMA Knockout! | Demetrious Johnson!,2024-07-24 23:18:25+00:00,Mighty,PT55S,4222954,318673,892,Sports,55.0,0-5 min,23,Wednesday,18,23.3
Forgotten Nintendo Switch Accessories,2024-07-25 00:00:04+00:00,Scott's Stash,PT37M54S,264867,10830,1148,Science & Technology,2274.0,20-60 min,0,Thursday,0,0.0
The press won't bring up Kamala's ABYSMAL record.,2024-07-25 00:19:55+00:00,Dana Loesch,PT50S,1735913,87661,3641,News & Politics,50.0,0-5 min,0,Thursday,19,0.31666666666666665
salen de paseo en el camion #camioneros #camiones #trailer  #truck #shortsfeed,2024-07-25 02:15:02+00:00, DANI TRUCKIN,PT13S,713782,14996,122,Autos & Vehicles,13.0,0-5 min,2,Thursday,15,2.25
HAND CRANK Phone Charger?,2024-07-25 02:20:25+00:00,Nathan Espinoza,PT42S,11540041,588024,778,Science & Technology,42.0,0-5 min,2,Thursday,20,2.3333333333333335
That's a different level of being fat 😂 #petergriffin #briangriffin #stewiegriffin #quagmire #famil,2024-07-25 02:22:51+00:00,Spectacular Mario Bros,PT36S,9228336,526420,2703,Film & Animation,36.0,0-5 min,2,Thursday,22,2.3666666666666667
Fast and Furious: New Zealand 🚗,2024-07-25 03:01:02+00:00,How Ridiculous,PT29S,44143463,607081,2408,Autos & Vehicles,29.0,0-5 min,3,Thursday,1,3.0166666666666666
Honor folding screen Honor mobile phone newly bought projection sofa watching the game and sleep,2024-07-25 04:22:55+00:00,Funny House,PT12S,1065311,8467,4,Science & Technology,12.0,0-5 min,4,Thursday,22,4.366666666666666
Grey fell into the water trying to save a man #movie #greys #shorts #viral,2024-07-25 07:50:49+00:00,Eric Movies Clips,PT52S,2663353,200486,280,Film & Animation,52.0,0-5 min,7,Thursday,50,7.833333333333333
He knew in advance that the bridge would collapse😲 #film  #movie,2024-07-25 08:29:16+00:00,Pro Movie,PT1M,5472861,237157,1727,Film & Animation,60.0,0-5 min,8,Thursday,29,8.483333333333333
funny animals,2024-07-25 08:57:35+00:00,TAMER KOÇ,PT1M,28722605,0,1814,Film & Animation,60.0,0-5 min,8,Thursday,57,8.95
Sleeping With Your Parents Be Like 😂#ai #aiart #chatgpt,2024-07-25 09:59:04+00:00,Dude,PT19S,12863131,346521,6584,Film & Animation,19.0,0-5 min,9,Thursday,59,9.983333333333333
"19 YEAR OLD drives $100,000 M5 COMPETITION #carsofyoutube #bmw #m5",2024-07-25 10:17:39+00:00,LoadingNY,PT1M,947048,53883,923,Autos & Vehicles,60.0,0-5 min,10,Thursday,17,10.283333333333333
I'll tell you who has the strongest iPad keyboard #ipadkeyboard 3ipadcase #typecase #ipad,2024-07-25 10:29:59+00:00,Typecase,PT24S,10386447,106572,158,Science & Technology,24.0,0-5 min,10,Thursday,29,10.483333333333333
COMPRANDO lo mismo que la persona de enfrente en APPLE,2024-07-25 12:00:05+00:00,Matthew Gonzalez En Español,PT51S,9553483,642125,491,Science & Technology,51.0,0-5 min,12,Thursday,0,12.0
"""He shot Kennedy, sir"" #fullmetaljacket #movieclips #film",2024-07-25 13:00:20+00:00,Real Film Flashbacks,PT1M,5486035,260523,2244,Film & Animation,60.0,0-5 min,13,Thursday,0,13.0
3 sustancias increibles. #inventos #curiosidades #tecnologia #automobile #foryou #foryoupage,2024-07-25 13:00:54+00:00,La Cueva de Ingeniero Mecanico,PT39S,2865563,72116,372,Autos & Vehicles,39.0,0-5 min,13,Thursday,0,13.0
Here’s How you FIX it if you FORGOT Your PASSCODE ✨ #shorts #apple #ipad,2024-07-25 13:10:22+00:00,MONEY TALKS WIRELESS,PT1M,3488930,122074,1869,Science & Technology,60.0,0-5 min,13,Thursday,10,13.166666666666666
Who has the BEST NICKNAME on the #USABMNT? 🤯🇺🇸| #Shorts,2024-07-25 13:33:45+00:00,NBA,PT1M1S,2481608,119542,1963,Sports,61.0,0-5 min,13,Thursday,33,13.55
HOW ARE YOU STILL ALIVE,2024-07-25 13:47:00+00:00,JerryRigEverything,PT57S,2531672,152301,1277,Science & Technology,57.0,0-5 min,13,Thursday,47,13.783333333333333
Ryan Reynolds and Hugh Jackman Go Claws Out While Eating Spicy Wings | Hot Ones,2024-07-25 15:00:16+00:00,First We Feast,PT25M22S,19619633,828817,24946,Entertainment,1522.0,20-60 min,15,Thursday,0,15.0
Нарвались на КОПОВ..😅 После этого они нас ОСТАНОВИЛИ😂 #bikelover #reaction #bikelife,2024-07-25 15:18:26+00:00,MotoRaido,PT20S,18052211,261198,759,Autos & Vehicles,20.0,0-5 min,15,Thursday,18,15.3
The way he played it off at the end 😂 (via colten1019/TT) #shorts,2024-07-25 16:15:04+00:00,SportsCenter NEXT,PT10S,15033471,1072497,3651,Sports,10.0,0-5 min,16,Thursday,15,16.25
#يوميات_سائق_شاحنة_في_المانيا_ابوعباس,2024-07-25 16:18:35+00:00,Taan Mohamed,PT26S,9274262,0,220,Autos & Vehicles,26.0,0-5 min,16,Thursday,18,16.3
Passive infrared motion sensors: a two-bit camera powered by crystals,2024-07-25 16:44:01+00:00,Technology Connections,PT16M13S,614755,42086,1997,Science & Technology,973.0,10-20 min,16,Thursday,44,16.733333333333334
I tried to get in the cookout,2024-07-25 17:00:15+00:00,Chase & Melo Shorts,PT54S,7138837,581729,2080,Film & Animation,54.0,0-5 min,17,Thursday,0,17.0
My heart stopped when she joined the call 😅😬,2024-07-25 17:11:35+00:00,What The F,PT1M,9555387,352217,2377,Entertainment,60.0,0-5 min,17,Thursday,11,17.183333333333334
Biden's Health Drama: From Stepping Down Talks to Controversial Death Claims,2024-07-25 17:30:09+00:00,Valuetainment,PT58S,2783147,138469,4765,News & Politics,58.0,0-5 min,17,Thursday,30,17.5
"""HES GOING TO JAIL..."" #bikesvscops #bikelife",2024-07-25 18:00:14+00:00,dickfartjr,PT29S,739540,55104,215,Autos & Vehicles,29.0,0-5 min,18,Thursday,0,18.0
OHHH LAYYYYYY - Darrius Hawkins,2024-07-25 18:25:14+00:00,CityLeagueHoopsTV,PT11S,1236043,65983,944,Sports,11.0,0-5 min,18,Thursday,25,18.416666666666668
Ryan Reynolds Becomes DEADPOOL #deadpool #wolverine #marvel,2024-07-25 18:30:48+00:00,Rocket Riley,PT37S,12824775,597505,1722,Film & Animation,37.0,0-5 min,18,Thursday,30,18.5
They went off on this football photoshoot! #sportsphotographer #football,2024-07-25 18:38:20+00:00,Jaison Sterling ,PT29S,2698742,95561,314,Sports,29.0,0-5 min,18,Thursday,38,18.633333333333333
YTB Fatt & Lil Durk - Conspiracy V2 (Official Video),2024-07-25 19:00:06+00:00,YTB Fatt ,PT3M10S,3228653,78395,4016,Music,190.0,0-5 min,19,Thursday,0,19.0
Riders Are Scared of Women,2024-07-25 19:06:25+00:00,DirtBikesOnly,PT26S,5180954,140639,96,Autos & Vehicles,26.0,0-5 min,19,Thursday,6,19.1
Bus driver saves child he saw running down the middle of the street,2024-07-25 19:30:00+00:00,Eyewitness News ABC7NY,PT57S,2291078,202163,3151,News & Politics,57.0,0-5 min,19,Thursday,30,19.5
Auto Dealers USED! to Care!,2024-07-25 19:59:37+00:00,Tom Coolen,PT59S,730202,35194,746,Autos & Vehicles,59.0,0-5 min,19,Thursday,59,19.983333333333334
Bart’s Birth… 🥺 #simpsons #shorts,2024-07-25 20:01:05+00:00,More V6X,PT1M,10337245,524696,541,Film & Animation,60.0,0-5 min,20,Thursday,1,20.016666666666666
The real reason why Ronaldo hasn't tatoos 😱😱,2024-07-25 20:26:50+00:00,KDB Information,PT32S,3652293,0,4429,Sports,32.0,0-5 min,20,Thursday,26,20.433333333333334
Nugg Lucky Dip: Bluetooth Speaker Edition,2024-07-25 21:30:03+00:00,DankPods,PT10M40S,371770,25134,1389,Science & Technology,640.0,10-20 min,21,Thursday,30,21.5
Golfing with Donald Trump ⛳,2024-07-25 21:35:41+00:00,Wisemind,PT34S,9776462,586307,1836,Sports,34.0,0-5 min,21,Thursday,35,21.583333333333332
"👮‍♀️🧐 He was sentenced to 13 years, but nobody arrested him.",2024-07-25 22:12:01+00:00,Did you know?,PT1M,2228255,106198,1134,News & Politics,60.0,0-5 min,22,Thursday,12,22.2
The hardest game of simon says #subscribe #funny #funnybruh #memes #bruh #simonsays #games #games,2024-07-25 23:33:16+00:00,Qoolen,PT35S,23055178,0,2864,Film & Animation,35.0,0-5 min,23,Thursday,33,23.55
Magician mechanic 😄 🤣  #mobile #mechanic #love #fyp #mobile,2024-07-25 23:36:53+00:00,Matthew Parker,PT1M,2350689,160562,1938,Autos & Vehicles,60.0,0-5 min,23,Thursday,36,23.6
THROWING THE FIRST PITCH ⚾️,2024-07-25 23:38:02+00:00,TooTurntTony,PT47S,5896539,321585,1329,Sports,47.0,0-5 min,23,Thursday,38,23.633333333333333
Grupo Frontera ft. Romeo Santos - ÁNGEL (Letra Oficial),2024-07-26 00:00:04+00:00,Grupo Frontera,PT3M4S,12265601,75644,1906,Music,184.0,0-5 min,0,Friday,0,0.0
PERO NO TE ENAMORES,2024-07-26 00:01:17+00:00,Fuerza Regida - Topic,PT3M4S,1967174,40310,797,Music,184.0,0-5 min,0,Friday,1,0.016666666666666666
NEL,2024-07-26 00:03:38+00:00,Fuerza Regida - Topic,PT2M30S,2109174,36709,686,Music,150.0,0-5 min,0,Friday,3,0.05
Pierce Morgan: Kamala Wasn't “Border Czar”,2024-07-26 01:18:56+00:00,Thinking What,PT1M,858853,53224,2371,News & Politics,60.0,0-5 min,1,Friday,18,1.3
Genius Boxing Trick,2024-07-26 01:23:01+00:00,Fight Mythos,PT18S,7105100,189847,1203,Sports,18.0,0-5 min,1,Friday,23,1.3833333333333333
Oi Oi Oi & E E Ei Meme Looking For a Girlfriend,2024-07-26 02:31:53+00:00,Mischief time,PT26S,41674712,1567356,1907,Film & Animation,26.0,0-5 min,2,Friday,31,2.5166666666666666
Joe Biden Knew How Bad Kamala Harris Was,2024-07-26 02:33:29+00:00,BlackConservative24 ,PT1M,1501523,80911,5786,News & Politics,60.0,0-5 min,2,Friday,33,2.55
The Smartest Microwave Hack!,2024-07-26 03:30:06+00:00,Answered That For You,PT42S,380196,2018,108,Science & Technology,42.0,0-5 min,3,Friday,30,3.5
"-100,000 Aura for Kai😁",2024-07-26 03:57:23+00:00,Speed Kai Clip,PT16S,10943462,690823,4299,Entertainment,16.0,0-5 min,3,Friday,57,3.95
Lil Yachty & Ian - Hate Me (Official Music Video),2024-07-26 03:59:06+00:00,Lyrical Lemonade,PT2M43S,4562960,210148,8834,Entertainment,163.0,0-5 min,3,Friday,59,3.9833333333333334
mgk & Jelly Roll - Lonely Road (Official Music Video),2024-07-26 04:00:08+00:00,MGKVEVO,PT4M49S,6582884,225854,15862,Music,289.0,0-5 min,4,Friday,0,4.0
Brian gets kicked out. #shorts #familyguy,2024-07-26 04:00:55+00:00,Toni Karamanliev,PT48S,5362502,265594,298,Film & Animation,48.0,0-5 min,4,Friday,0,4.0
"Homemade mobile phone cooling device, the phone does not get hot and can be used as a stand. I n",2024-07-26 04:54:59+00:00,Toy Kid,PT11S,31157211,197001,163,Science & Technology,11.0,0-5 min,4,Friday,54,4.9
Mom Cat's Rejected Love and Facing Trouble - Part 2 🚨😿 #catstory #cat #catvideos #meow,2024-07-26 04:56:19+00:00,Scarlet Whisker,PT52S,17455390,429315,1335,Film & Animation,52.0,0-5 min,4,Friday,56,4.933333333333334
Soos Birthday💔 // #gravityfalls #shorts,2024-07-26 05:00:02+00:00,PB The Prince,PT47S,2619886,87352,372,Film & Animation,47.0,0-5 min,5,Friday,0,5.0
Bear’s other home #animals #love #shorts,2024-07-26 06:33:20+00:00,JackieMcRe Y,PT59S,9165987,415725,3662,Entertainment,59.0,0-5 min,6,Friday,33,6.55
Manual installation process of highway guardrail,2024-07-26 06:46:50+00:00,mianxiwei,PT15S,39109399,359893,210,Autos & Vehicles,15.0,0-5 min,6,Friday,46,6.766666666666667
Driving instructor coaches student through road rage encounter,2024-07-26 10:41:15+00:00,news.com.au,PT58S,3493661,174616,1093,News & Politics,58.0,0-5 min,10,Friday,41,10.683333333333334
Caitlin Clark dropped a 41 point triple double to end Angel Reese’s LSU career #caitlinclark #shorts,2024-07-26 11:18:22+00:00,Greg Dobies,PT48S,1039004,37532,2279,Sports,48.0,0-5 min,11,Friday,18,11.3
"Someday I might grow out of that,but you will never stop being a jerk.#movie #shortvideos #viral",2024-07-26 11:37:00+00:00,Garcia movies,PT1M,6333757,621319,1538,Film & Animation,60.0,0-5 min,11,Friday,37,11.616666666666667
Kimbo Slice: Daughters Boyfriend Gunna Catch Some Hands 😂,2024-07-26 11:37:54+00:00,On Mic MMA,PT30S,6967465,500698,5619,Entertainment,30.0,0-5 min,11,Friday,37,11.616666666666667
Auntie Karen Got Violated 💀🤣 | @marrkadams89 #funny #satisfying #comedy #shorts,2024-07-26 12:00:28+00:00,YXZ_20,PT41S,5807406,91098,288,Film & Animation,41.0,0-5 min,12,Friday,0,12.0
"An Audi that was designed in the 1930s, but built in 2024…😱 #audi #cars #luxury",2024-07-26 12:01:09+00:00,Supercar Blondie,PT58S,9991626,313294,4700,Autos & Vehicles,58.0,0-5 min,12,Friday,1,12.016666666666667
